Balance	0.33	0.33	0.33	
H_dominance	1	0	0	
St1_dominance	0	1	0	
St2_dominance	0	0	1	
H_suppressed	0	0.5	0.5	
St1_suppressed	0.5	0	0.5	
St2_suppressed	0.5	0.5	0	
1	0.276063	0.492685	0.231251	Root
2	0.371361	0.470091	0.158548	Root
3	0.217095	0.430405	0.3525	Root
4	0.194717	0.388209	0.417073	Root
5	0.331816	0.291305	0.376879	Root
6	0.428219	0.263028	0.308753	Root
7	0.199476	0.436971	0.363552	Root
8	0.334259	0.436992	0.228749	Root
9	0.255396	0.478279	0.266325	Root
10	0.451336	0.286464	0.2622	Root
11	0.0485314	0.624383	0.327086	Root
12	0	0.528432	0.471568	Root
13	0.315765	0.247284	0.436951	Root
14	0.379048	0.313777	0.307175	Root
15	0.272136	0.341111	0.386753	Root
16	0.246741	0.429887	0.323372	Root
17	0.350034	0.371098	0.278869	Root
18	0.521676	0.375842	0.102482	Root
19	0.384801	0.317443	0.297756	Root
20	0.337533	0.333558	0.328909	Root
21	0.288003	0.381235	0.330762	Root
22	0.342616	0.371566	0.285818	Root
23	0.582243	0.417757	0	Root
24	0.325694	0.330976	0.34333	Root
25	0.254105	0.518457	0.227439	Root
26	0.229884	0.554708	0.215409	Root
27	0.369262	0.334065	0.296674	Root
28	0.30363	0.477913	0.218457	Root
29	0.349703	0.342998	0.307299	Root
30	0.246097	0.424685	0.329218	Root
31	0.156919	0.594394	0.248687	Root
32	0.00176161	0.45156	0.546678	Root
33	0.178565	0.820175	0.00125974	Root
34	0.393682	0.411914	0.194404	Root
35	0.437564	0.49647	0.0659653	Root
36	0.0610207	0.575523	0.363456	Root
37	0.946161	0.020464	0.0333752	Root
38	0.216118	0.420562	0.363321	Root
39	0.201726	0.51995	0.278323	Root
40	0.453571	0.230074	0.316354	Root
41	0.300469	0.358376	0.341154	Root
42	0.574572	0.168344	0.257084	Root
43	0.897624	0.081012	0.0213636	Root
44	0.362031	0.423078	0.214891	Root
45	0.456707	0.270671	0.272622	Root
46	0.311069	0.310898	0.378033	Root
47	0.0383292	0.589466	0.372205	Root
48	0.602864	0.287004	0.110132	Root
49	0.347736	0.317098	0.335166	Root
50	0.313222	0.291751	0.395027	Root
51	0.234548	0.380669	0.384783	Root
52	0.332026	0.318018	0.349956	Root
53	0.447949	0.260521	0.29153	Root
54	0.386932	0.36788	0.245188	Root
55	0.418736	0.247154	0.33411	Root
56	0.509513	0.47766	0.0128272	Root
57	0.133717	0.284195	0.582088	Root
58	0.237401	0.388801	0.373798	Root
59	0.442802	0.272926	0.284271	Root
60	0.317364	0.0015887	0.681048	Root
61	0.288292	0.401436	0.310272	Root
62	0.339161	0.37801	0.282829	Root
63	0.318253	0.498394	0.183354	Root
64	0.756556	0.235533	0.00791119	Root
65	0.226586	0.545999	0.227415	Root
66	0.332806	0.38505	0.282144	Root
67	0.480291	0.338547	0.181162	Root
68	0.417444	0.259542	0.323013	Root
69	0.247842	0.406846	0.345312	Root
70	0.51922	0.386926	0.0938543	Root
71	0.35259	0.335515	0.311895	Root
72	0.491416	0.239109	0.269476	Root
73	0.272055	0.470456	0.257489	Root
74	0.21181	0.238682	0.549507	Root
75	0.349033	0.452295	0.198671	Root
76	0.347818	0.448014	0.204168	Root
77	0.225931	0.759059	0.0150101	Root
78	0.408918	0.387173	0.203909	Root
79	0.00016268	0.517378	0.48246	Root
80	0.998756	0.000878314	0.000366104	Root
81	0.365532	0.38991	0.244558	Root
82	0.331722	0.519791	0.148487	Root
83	0.519496	0.252926	0.227578	Root
84	0.00225071	0.630627	0.367122	Root
