Balance	0.33	0.33	0.33
H_dominance	1	0	0
St1_dominance	0	1	0
St2_dominance	0	0	1
H_suppressed	0	0.5	0.5
St1_suppressed	0.5	0	0.5
St2_suppressed	0.5	0.5	0
1	0.266386	0.466401	0.267213
2	0.3439	0.478919	0.177181
3	0.252062	0.588183	0.159755
4	0.219707	0.359488	0.420805
5	0.321263	0.327956	0.350781
6	0.47669	0.281365	0.241945
7	0.100886	0.637404	0.26171
8	0.244212	0.464193	0.291595
9	0.0524961	0.78173	0.165774
10	0.294765	0.343001	0.362234
11	0.0530871	0.623606	0.323307
12	0.00117881	0.555778	0.443044
13	0.274559	0.252402	0.473039
14	0.351187	0.334669	0.314145
15	0.0792272	0.172311	0.748462
16	0.322963	0.31107	0.365967
17	0.284081	0.525109	0.19081
18	0.330325	0.449745	0.21993
19	0.248813	0.49411	0.257078
20	0.36403	0.319869	0.316102
21	0.326872	0.315386	0.357742
22	0.203214	0.42701	0.369776
23	0.395813	0.429066	0.175121
24	0.891265	0.108735	0
25	0.364646	0.344799	0.290555
26	0.378084	0.616752	0.00516379
27	0.295188	0.488467	0.216344
28	0.234437	0.564783	0.20078
29	0.351314	0.385547	0.26314
30	0.295716	0.382236	0.322048
31	0.288133	0.417807	0.29406
32	0.282696	0.455727	0.261577
33	0.323871	0.366763	0.309366
34	0.0277916	0.683377	0.288832
35	0.0593046	0.93625	0.00444538
36	0.343943	0.352039	0.304018
37	0.211745	0.7144	0.0738543
38	0.00267341	0.646939	0.350388
39	0.894989	0.0540391	0.0509717
40	0.227912	0.446629	0.325459
41	0.271707	0.445665	0.282628
42	0.541496	0.254755	0.203749
43	0.249784	0.390275	0.359941
44	0.305167	0.560474	0.134359
45	0.995067	0.00203053	0.00290225
46	0.200686	0.720158	0.0791567
47	0.446397	0.29975	0.253852
48	0.327749	0.255655	0.416595
49	0.0343184	0.336236	0.629445
50	0.83323	0.0738792	0.0928904
51	0.342966	0.299321	0.357713
52	0.387262	0.282033	0.330705
53	0.337626	0.346999	0.315375
54	0.354155	0.34874	0.297104
55	0.519393	0.125176	0.355431
56	0.434216	0.347802	0.217982
57	0.659465	0.196492	0.144043
58	0.420089	0.557112	0.0227988
59	0.104891	0.252991	0.642118
60	0.241371	0.423912	0.334718
61	0.468821	0.19361	0.337568
62	0.0755433	0.0161295	0.908327
63	0.350066	0.352451	0.297483
64	0.328628	0.366451	0.304921
65	0.363167	0.106594	0.530239
66	0.343786	0.523533	0.132681
67	0.91843	0.0755047	0.00606544
68	0.2402	0.544957	0.214844
69	0.770826	0.178	0.0511738
70	0.424707	0.277406	0.297887
71	0.783241	0.130478	0.0862812
72	0.519703	0.278823	0.201474
73	0.0318081	0.0862798	0.881912
74	0.483841	0.391769	0.12439
75	0.2358	0.421581	0.342619
76	0.218324	0.335985	0.445691
77	0.278983	0.419728	0.30129
78	0.271018	0.491569	0.237413
79	0.378684	0.27347	0.347847
80	0.330664	0.439544	0.229792
81	0.35661	0.446142	0.197247
82	0.122165	0.867075	0.0107594
83	0.336958	0.399107	0.263935
84	0.00440918	0.564194	0.431397
85	0.994879	0.0047422	0.000378518
86	0.312508	0.400733	0.286759
87	0.233303	0.708862	0.057835
88	0.485648	0.28723	0.227123
89	0.0138434	0.600927	0.385229
90	0.402698	0.520506	0.0767961
91	0.498575	0.44536	0.0560655
92	0.304102	0.391133	0.304765
93	0.33903	0.379012	0.281959
94	0.0542811	0.666177	0.279542
95	0.292934	0.544536	0.162531
96	0.484678	0.295846	0.219476
97	0.218547	0.474584	0.306868
98	0.166652	0.605191	0.228156
