0.197805394757069 Balance
0.206349240139139 St2_suppressed
0.152757824840497 Balance
0.171089114495926 Balance
0.0608131689850151 Balance
0.12076280782592 Balance
0.172061169707171 Balance
0.147367541019045 Balance
0.177783363344268 Balance
0.14565249119737 Balance
0.218462076505191 H_suppressed
0.0402089200053919 H_suppressed
0.135952522161231 Balance
0.0564789576568123 Balance
0.0818083114726126 Balance
0.130205238888456 Balance
0.0685914420390766 Balance
0.162442661465515 St2_suppressed
0.0648112905750225 Balance
0.00840212675457829 Balance
0.0662521990427487 Balance
0.0619592199434434 Balance
0.11630916601025 St2_suppressed
0.0140421904274227 Balance
0.227584820660342 Balance
0.271381642711883 Balance
0.0516589890048189 Balance
0.187124218950942 Balance
0.0327489177531106 Balance
0.126513138282156 Balance
0.310953410925174 H_suppressed
0.0672931835611312 H_suppressed
0.253424696497535 St1_dominance
0.170738325328557 Balance
0.0908962914539972 St2_suppressed
0.167545555875081 H_suppressed
0.0665681394665646 H_dominance
0.149267795619149 Balance
0.234959004732741 Balance
0.159503011987235 Balance
0.0424463078841965 Balance
0.302100758979517 Balance
0.132288294739028 H_dominance
0.15145818210318 Balance
0.151217819631153 Balance
0.0550494164728383 Balance
0.160638895519236 H_suppressed
0.260916377285904 St2_suppressed
0.0225325288416547 Balance
0.0772851733128677 Balance
0.121159436091458 Balance
0.023364822618629 Balance
0.142194370289403 Balance
0.108945960769549 Balance
0.121467812658333 Balance
0.0274610602278936 St2_suppressed
0.266815430322161 H_suppressed
0.118111799605289 Balance
0.134435390135931 Balance
0.257170781325737 St1_suppressed
0.0850403042327578 Balance
0.0679263370276949 Balance
0.223605859853896 Balance
0.338826448424877 H_dominance
0.260525825249629 Balance
0.0729970744071295 Balance
0.211691251907111 Balance
0.112514892654262 Balance
0.113532823553367 Balance
0.148201779694071 St2_suppressed
0.0294705675208334 Balance
0.194883179143301 Balance
0.168354851673482 Balance
0.265501744387867 Balance
0.180459492282894 Balance
0.173431477950227 Balance
0.330639812097712 St1_dominance
0.159360418341569 Balance
0.0246915562243938 H_suppressed
0.00156620676202475 H_dominance
0.110236411806626 Balance
0.225294381052879 St2_suppressed
0.22877806183286 Balance
0.186346563446993 H_suppressed
0.166510421605496 St2_suppressed
0.0956060861138034 Balance
0.0475147121847539 Balance
0.235939399859371 Balance
0.209343181651565 St2_suppressed
0.186239922897858 Balance
0.136177158973155 Balance
0.322489935694124 Balance
0.148838560910807 Balance
0.169127378026149 Balance
0.113162569374153 St2_suppressed
0.189755830440068 Balance
0.210294775798164 St2_suppressed
0.173260563458624 Balance
0.120745184814965 Balance
0.018415427608394 Balance
0.102227557639807 Balance
0.121780885330991 Balance
0.101122607126201 Balance
0.176543535486293 H_suppressed
0.0193326947164641 Balance
0.0894948528631675 Balance
0.311287474399806 St2_suppressed
0.245860493956457 St1_dominance
0.240054715435877 Balance
0.0713706655846784 Balance
0.085343122499707 Balance
0.122202192770834 Balance
0.189016350269917 H_dominance
0.17990833423163 Balance
0.135663438298607 Balance
0.140004349046735 Balance
0.135513501998878 Balance
0.0640308299102862 Balance
0.103588361624267 Balance
0.151333027803781 St1_dominance
0.222707630112316 St1_dominance
0.132296638201014 St1_dominance
0.22149360591674 Balance
0.195039672061865 Balance
0.0860577970933488 St2_suppressed
0.123090336135702 Balance
0.264531641284063 St2_suppressed
0.0952597861534446 Balance
0.0962016638189625 St2_suppressed
0.191190895405613 Balance
0.210021336473226 St2_suppressed
0.0826711745955021 Balance
0.190603537789832 Balance
0.0612098783530894 Balance
0.313367672563715 St2_suppressed
0.133102714179689 Balance
0.060004701357477 Balance
0.178110422698954 Balance
0.174293741049413 Balance
0.0860633748759599 H_suppressed
0.073751372312656 Balance
0.171608684389806 Balance
0.0129303997618016 Balance
0.196916441817335 Balance
0.374119276905107 H_dominance
0.256999027649912 Balance
0.243758965922569 St1_suppressed
0.0666151767542502 Balance
0.0514112181766013 H_dominance
0.0999576201447393 Balance
0.111060215081729 Balance
0.0729936799592951 Balance
0.234861414131824 Balance
0.180082117729662 Balance
0.142002310841092 St2_suppressed
0.166238978900858 St2_suppressed
0.32520943215505 St1_suppressed
0.100913270366191 Balance
0.13635901245609 Balance
0.118514832050676 Balance
0.229509075290804 St1_dominance
0.118748339466285 Balance
0.207537660095704 St2_suppressed
0.392111818697167 H_suppressed
0.248032709419772 H_dominance
0.15404885682471 Balance
0.0584059207272688 Balance
0.0802999748334332 St2_suppressed
0.150841246434787 Balance
0.18925382876444 Balance
0.225263080670136 Balance
0.0381459859010093 H_suppressed
0.0686384601808636 Balance
0.299830068618876 Balance
0.0578194990811923 Balance
0.324897303737658 St1_dominance
0.254690852356342 St2_suppressed
0.0904395464288162 H_suppressed
0.321715321315927 St1_dominance
0.0838663158723453 Balance
0.222526420997597 St2_suppressed
0.169841585508379 Balance
0.153819591593529 Balance
0.114080632510519 Balance
0.243101389488008 Balance
0.261608077400145 St2_suppressed
0.101322068267481 Balance
0.0820616644603313 Balance
0.172226001167071 Balance
0.115648678423059 Balance
0.217518556408413 Balance
0.247323792094493 Balance
0.0644840203926523 Balance
0.130314817772194 Balance
0.0917330350201061 Balance
0.222151325523842 H_suppressed
0.114969429071384 Balance
0.0763607684482025 Balance
0.282662191693548 Balance
0.211377432210726 Balance
0.195828987501851 H_suppressed
0.120319322296961 Balance
0.354473443829139 St1_suppressed
0.152405261106695 Balance
0.199470693566749 Balance
0.319763584130526 Balance
